Customer ID,Umur,Income,Product_holding,Saving,Deposit,KK,Tab Bisnis,Limit Kredit Mortgage,,,,
1234561175,27,48456121,3,45149155,22079895,856297,0,4379499411,1,1,1,0
1234561810,53,34870604,3,3884779,0,599572,17479146,5590710218,1,0,1,1
1234561778,52,19423557,2,19406530,0,2743516,0,5062479210,1,0,1,0
1234561915,40,47042967,4,16639872,18639840,4534694,18489681,793484760,1,1,1,1
1234561363,55,41072996,2,19249501,0,0,11176695,5104873527,1,0,0,1
1234561836,49,18697037,2,18896752,18926176,0,0,4063897759,1,1,0,0
1234561944,32,48011377,1,10962151,0,0,0,2234146590,1,0,0,0
1234561830,45,19183240,3,27508129,24001866,0,12135457,5304920824,1,1,0,1
1234561621,33,15244193,4,26040821,17599716,2003089,13794361,4164457839,1,1,1,1
1234561498,39,47215186,3,6730897,0,2670910,14794262,2041336065,1,0,1,1
1234561169,43,33863309,3,1226221,0,870942,11825330,1812755789,1,0,1,1
1234561815,35,19007767,3,37463563,0,2636203,16411518,5466875842,1,0,1,1
1234561919,52,28737631,3,9853362,29494291,3917712,0,1006467840,1,1,1,0
1234561095,35,18372633,2,26752329,0,4204077,0,2303015102,1,0,1,0
1234561624,35,20065745,2,21770917,0,2041011,0,4149916495,1,0,1,0
1234561850,31,19901866,2,48871616,0,1450620,0,2302324092,1,0,1,0
1234561891,25,43474890,2,34422041,0,0,16782180,2202607996,1,0,0,1
1234561009,32,22717385,3,1378423,0,1992980,11041308,2344508471,1,0,1,1
1234561809,33,16709263,2,8037815,0,4481486,0,2013791077,1,0,1,0
1234561832,38,44909397,3,12493276,28217465,0,18376245,4713796447,1,1,0,1
1234561193,54,48143902,3,44793220,25533913,0,12474513,954439981,1,1,0,1
1234561398,41,27320916,2,19571729,0,0,11183793,5850307215,1,0,0,1
1234561679,48,42939302,3,27294202,0,1699508,14213785,2403435739,1,0,1,1
1234561331,45,20606144,1,22512312,0,0,0,307830787,1,0,0,0
1234561000,42,34046413,3,41144855,0,4639461,12568467,1289781437,1,0,1,1
1234561107,34,35968937,3,19003836,15220587,4745684,0,3413309911,1,1,1,0
1234561162,55,33774372,2,29383451,0,1953410,0,1150570246,1,0,1,0
1234561275,41,21392711,3,8650371,0,2080363,17122297,2006477310,1,0,1,1
1234561148,22,43519612,1,15084662,0,0,0,2818527216,1,0,0,0
1234561623,22,32480127,2,46488623,16963403,0,0,4213879145,1,1,0,0
1234561834,53,35117177,2,10732781,0,1161398,0,3419002634,1,0,1,0
1234561958,44,36408305,3,7115150,16026727,0,14534210,5557846213,1,1,0,1
1234561488,51,36048421,3,2815396,12312717,0,13049049,4928441714,1,1,0,1
1234561677,48,20388496,4,7130302,18887118,4257425,12513758,4515349556,1,1,1,1
1234561828,55,35373654,4,15615162,14536803,2043596,14905774,1320224169,1,1,1,1
1234561621,48,10650536,3,40074474,22723920,3807015,0,1657986015,1,1,1,0
1234562000,43,38494339,2,38113200,24501077,0,0,5533468749,1,1,0,0
1234561930,52,26383605,2,27142002,21475558,0,0,2807354413,1,1,0,0
1234561384,22,41085008,3,42611901,0,3967111,16012914,2899353278,1,0,1,1
1234561233,21,18921452,4,7008850,2369078,1159346,11783593,1385204609,1,1,1,1
1234561359,37,45333846,2,36189414,0,717180,0,3288566483,1,0,1,0
1234561160,38,38635649,4,33214172,28267601,3477579,10092509,3737160412,1,1,1,1
1234561945,25,16956968,3,49497274,0,2856270,18879655,5454292130,1,0,1,1
1234561128,48,20992329,1,9212239,0,0,0,2745487321,1,0,0,0
1234561216,27,33733181,3,33798365,5919831,0,17292382,5280618177,1,1,0,1
1234561352,27,26476823,4,43629750,26989173,2769435,18533494,2965364925,1,1,1,1
1234561072,55,14993892,3,23094196,0,3740496,14135412,4162536684,1,0,1,1
1234561762,25,17924501,3,34237071,1900821,1491080,0,1219626464,1,1,1,0
1234561300,35,28904292,2,16019145,0,2631118,0,5682292466,1,0,1,0
1234561180,25,39687353,3,41011798,0,4345708,18169369,3959483397,1,0,1,1
1234561586,51,38477888,3,48959169,4744413,0,14146596,2957793877,1,1,0,1
1234561688,43,49312819,3,10332839,16400200,0,10915587,2967129824,1,1,0,1
1234561330,20,37551877,3,25660453,0,683330,15809895,406787295,1,0,1,1
1234561361,52,31342921,3,3200618,25915121,2142785,0,5094341989,1,1,1,0
1234561899,51,48981255,1,27500080,0,0,0,4984601220,1,0,0,0
1234561130,39,44921935,3,33456698,24349607,0,18290499,4002026253,1,1,0,1
1234561421,55,12141467,4,25343324,1763132,693805,13734294,3196840736,1,1,1,1
1234561754,42,40745239,2,42069215,0,1776228,0,884879647,1,0,1,0
1234561432,31,23948128,2,21180516,14879729,0,0,4476682649,1,1,0,0
1234561493,36,43157608,3,48859274,28237585,3387666,0,3176088662,1,1,1,0
1234561110,33,23260198,2,1844606,0,0,11032573,3600723221,1,0,0,1
1234561674,34,21890516,4,11322264,18857877,748016,14069907,2088190324,1,1,1,1
1234561260,26,17729915,2,41343018,0,0,14277519,3439755324,1,0,0,1
1234561222,37,19330934,3,38452649,13708250,0,10743085,1403106761,1,1,0,1
1234561017,28,44146529,2,22545107,0,0,16811648,1743742532,1,0,0,1
1234561440,24,19030975,3,7405449,3594048,3294036,0,350623521,1,1,1,0
1234561394,28,17743097,3,35254148,23322607,0,19479350,1099118124,1,1,0,1
1234561834,47,19331903,2,30603506,0,575083,0,5421730292,1,0,1,0
1234561720,55,34127453,3,47867908,13862040,0,19594290,1544127103,1,1,0,1
1234561566,53,20109734,3,21932019,0,1852338,11897796,3962899863,1,0,1,1
1234561265,52,26905131,2,16071598,9452809,0,0,3464937973,1,1,0,0
1234561058,53,36001748,2,29750703,0,0,19205856,5857054710,1,0,0,1
1234561132,55,15899261,1,5313713,0,0,0,2516090359,1,0,0,0
1234561249,41,45653116,4,38558596,25829873,3448544,16232492,1938890126,1,1,1,1
1234561584,53,34166306,1,732869,0,0,0,2101647676,1,0,0,0
1234561023,28,36252777,3,4391729,0,666891,18593858,4030057270,1,0,1,1
1234561718,55,32055357,2,44463786,0,0,12487176,4791055926,1,0,0,1
1234561958,27,20308634,1,45997637,0,0,0,3774278134,1,0,0,0
1234561301,44,45790840,2,10858064,0,0,14522755,5457025987,1,0,0,1
1234561078,31,24526056,4,22929589,10967763,4533289,15988184,4918628592,1,1,1,1
1234561255,29,34397961,2,43173573,0,2176907,0,2020151398,1,0,1,0
1234561370,43,29188720,1,30029840,0,0,0,3848129452,1,0,0,0
1234561640,32,33939336,3,48510796,14125704,0,12665973,5979728788,1,1,0,1
1234561631,52,43316987,1,10303584,0,0,0,1508827246,1,0,0,0
1234561056,44,22661521,3,46524812,25804717,4851429,0,4670577185,1,1,1,0
1234561748,55,45202465,2,40736138,0,656644,0,5075774743,1,0,1,0
1234561871,36,24489785,3,14415957,27896786,683199,0,4441920728,1,1,1,0
1234561265,20,23027377,3,523388,23994160,0,19006026,1988919636,1,1,0,1
1234561746,51,18581004,3,11704260,0,597587,11054299,3765594243,1,0,1,1
1234561217,25,35528617,2,15748613,0,0,19870816,4312738713,1,0,0,1
1234561263,40,31107020,2,46439865,16897545,0,0,2233250840,1,1,0,0
1234561147,31,45536538,2,37562548,10110736,0,0,1461951843,1,1,0,0
1234561301,23,35116623,3,9980515,3220845,3165850,0,5672139065,1,1,1,0
1234561945,36,48691323,2,21002678,12544419,0,0,4075508411,1,1,0,0
1234561862,45,41635557,3,14825263,8418630,0,14500523,2544808117,1,1,0,1
1234561154,24,34625023,2,1017509,0,2363565,0,3656380461,1,0,1,0
1234561924,54,23919805,1,11188567,0,0,0,4249900167,1,0,0,0
1234561483,52,14046194,2,40190040,0,4797916,0,3157028564,1,0,1,0
1234561971,26,28389497,3,33207911,12494167,0,12152024,5209895705,1,1,0,1
1234561399,43,34845499,2,32254567,9376898,0,0,2588580802,1,1,0,0
1234561408,35,36509496,3,21012622,24666071,0,19296825,617664437,1,1,0,1
1234561878,52,49263935,4,26827030,14136061,4033757,14681039,2896472572,1,1,1,1
1234561749,49,31981799,2,20726081,0,3856324,0,4886842459,1,0,1,0
1234561942,25,15019277,4,46441607,3762522,1159314,11699510,5629149947,1,1,1,1
1234561966,41,10627515,2,3684362,0,1853277,0,2723273510,1,0,1,0
1234561459,41,19105223,3,28496648,0,2851808,14413203,4121383895,1,0,1,1
1234561595,21,27371060,2,31590154,0,0,18204071,2373061982,1,0,0,1
1234561337,53,20174155,3,46179127,29260804,0,14052769,779331606,1,1,0,1
1234561017,31,28196637,3,17220145,0,1966795,16445588,5156712432,1,0,1,1
1234561093,41,33853643,1,6724703,0,0,0,5980626868,1,0,0,0
1234561825,55,42796356,2,13789631,15563411,0,0,3354234751,1,1,0,0
1234561170,28,38057524,3,3718439,11425642,0,18858565,5610448099,1,1,0,1
1234561216,39,47091379,3,9932777,0,936815,18647036,2964864680,1,0,1,1
1234561576,50,40503868,2,43099600,0,0,16533428,5673183209,1,0,0,1
1234561194,24,13209753,2,16631017,0,0,16664608,1557988736,1,0,0,1
1234561548,38,48150801,4,9670815,17900117,3289092,18894231,1597484206,1,1,1,1
1234561945,40,24497499,2,42821900,14672279,0,0,5180048676,1,1,0,0
1234561287,32,25436692,2,19630440,26235155,0,0,4597326612,1,1,0,0
1234561106,20,15701181,3,19696794,0,2047329,19584997,1876936348,1,0,1,1
1234561216,22,38181248,2,24735021,0,726414,0,4784016472,1,0,1,0
1234561733,27,11720743,2,1140260,4235602,0,0,5112135211,1,1,0,0
1234561597,41,48055093,3,26247432,3014072,2701518,0,1506275624,1,1,1,0
1234561740,29,27591467,3,2041787,17458539,2210459,0,2504981021,1,1,1,0
1234561303,41,31809298,2,16353242,0,4229758,0,5799174281,1,0,1,0
1234561383,48,44477436,2,14162281,0,3374756,0,637679439,1,0,1,0
1234561822,46,27981229,4,842720,8286018,4909970,15509523,5814521862,1,1,1,1
1234561706,46,40783525,3,26196453,19883326,0,19364336,3620343810,1,1,0,1
1234561646,30,35053036,1,12240362,0,0,0,3613293554,1,0,0,0
1234561712,28,11906969,2,28520614,28628989,0,0,2800058538,1,1,0,0
1234561684,30,24713922,1,48513357,0,0,0,1034360743,1,0,0,0
1234561628,23,29184752,2,30542596,0,0,10186763,2659877563,1,0,0,1
1234561465,45,15740554,1,6116597,0,0,0,1506021574,1,0,0,0
1234561350,30,29736429,3,39139872,28281690,0,13184505,3911587911,1,1,0,1
1234561958,54,16600527,3,43776570,0,3784200,19051674,861579573,1,0,1,1
1234561148,37,12881124,2,19587136,18877955,0,0,668544054,1,1,0,0
1234561211,28,33252819,3,45134786,0,3638960,12678699,4532260095,1,0,1,1
1234561119,32,41657765,4,14235849,5834029,3345756,18100411,5035855518,1,1,1,1
1234561915,55,38847975,2,13614508,3599130,0,0,1770319216,1,1,0,0
1234561325,29,49936313,4,4874797,27932845,3562839,18381348,1302238596,1,1,1,1
1234561991,41,49615919,3,35628614,20194240,0,10830398,3439213392,1,1,0,1
1234561909,24,39796524,3,18516978,10346003,0,15010512,1593883967,1,1,0,1
1234561923,27,40811388,2,5353318,0,0,19312215,4726700143,1,0,0,1
1234561761,54,10877139,1,35720653,0,0,0,3546221551,1,0,0,0
1234561106,32,20139259,4,13267668,8589302,4869480,15306441,3403989615,1,1,1,1
1234561157,55,30678276,3,34880718,6359390,3915783,0,3495294185,1,1,1,0
1234561739,33,40547214,1,27614693,0,0,0,2066851220,1,0,0,0
1234561647,47,43525808,2,31604429,0,1754080,0,1032502021,1,0,1,0
1234561742,51,28263003,1,23637633,0,0,0,3484167644,1,0,0,0
1234561481,55,30356922,4,2301961,18581681,1126946,19590841,3235441877,1,1,1,1
1234561030,29,13566635,1,10609962,0,0,0,5330254382,1,0,0,0
1234561271,55,33451185,3,18614533,1356112,0,16691556,4670686728,1,1,0,1
1234561602,23,17502032,2,30365632,0,0,17952029,3511943456,1,0,0,1
1234561559,32,30358974,2,44803513,8819545,0,0,1870828586,1,1,0,0
1234561879,46,15903835,3,9436515,23013444,0,15842715,2322771123,1,1,0,1
1234561807,22,24961440,2,35481054,25328327,0,0,2995397022,1,1,0,0
1234561923,41,23337234,4,12857499,26907752,623241,11574764,5714544760,1,1,1,1
1234561965,23,49177374,2,3563799,0,0,14912114,3974512624,1,0,0,1
1234561595,24,25586247,2,43205630,0,671413,0,3283040306,1,0,1,0
1234561063,20,20343091,3,20620034,27371848,0,15633073,4732707822,1,1,0,1
1234561545,37,33748780,1,17420965,0,0,0,4350284061,1,0,0,0
1234561114,24,38388745,1,20970852,0,0,0,1140659700,1,0,0,0
1234561178,45,35743927,4,41689862,29126348,3904185,13401825,1659514791,1,1,1,1
1234561330,39,32951882,3,17881583,11667091,4137730,0,5246771067,1,1,1,0
1234561978,38,39370160,2,9262505,0,0,13471513,856657344,1,0,0,1
1234561724,32,12310040,3,22848477,13247520,0,18553801,1923256541,1,1,0,1
1234561224,35,30957654,3,27176688,0,3245238,19445834,1816784777,1,0,1,1
1234561880,25,24288771,3,17488582,11669815,0,17007366,1427725311,1,1,0,1
1234561798,22,14722944,1,15901722,0,0,0,5420201716,1,0,0,0
1234561599,38,39307911,3,35327766,7202569,0,16927834,5140615093,1,1,0,1
1234561247,54,17904542,3,37985115,22190842,4787437,0,2307383091,1,1,1,0
1234561915,42,40554092,2,7576366,0,4764427,0,1987599463,1,0,1,0
1234561188,24,40430058,2,32940672,0,0,14514259,2479864352,1,0,0,1
1234561797,50,14464149,1,30004186,0,0,0,4929622896,1,0,0,0
1234561368,23,39670293,2,44233826,21927406,0,0,1033765598,1,1,0,0
1234561482,42,42782883,1,29485461,0,0,0,5010631724,1,0,0,0
1234561854,54,10399126,4,44877743,23902064,2680454,14361530,1504673307,1,1,1,1
1234561506,32,25024014,4,9987824,17836462,3844898,11236180,5739680133,1,1,1,1
1234561496,35,47739730,2,21426519,0,0,12674074,1956114655,1,0,0,1
1234561090,26,45619767,3,41230394,15681817,3292173,0,1527885837,1,1,1,0
1234561800,37,41598555,3,8315708,11105928,4150063,0,4927121759,1,1,1,0
1234561070,49,44306306,3,14465276,0,4352114,12476241,1894062734,1,0,1,1
1234561742,35,35995293,2,12862543,0,0,18011644,4580369945,1,0,0,1
1234561806,46,24995795,3,45096586,27752707,0,19201507,5532171658,1,1,0,1
1234561842,34,12508695,3,21122668,29261072,0,11211730,1672639178,1,1,0,1
1234561781,40,47306060,1,42396031,0,0,0,1176233856,1,0,0,0
1234561490,37,23132234,4,5537533,17016752,1155692,14206287,2362063053,1,1,1,1
1234561391,42,31880006,3,17862543,4093734,4593301,0,3773794208,1,1,1,0
1234561382,43,27124823,3,1946649,11151711,0,13377292,3013141378,1,1,0,1
1234561399,48,12956720,2,25545731,9329048,0,0,3607187238,1,1,0,0
1234561834,39,24374495,1,23272341,0,0,0,4558472526,1,0,0,0
1234561543,29,17256029,2,38402538,0,0,14730737,2018732117,1,0,0,1
1234561686,38,34043586,3,21459555,24489835,0,18083099,4014493286,1,1,0,1
1234561125,34,21385372,3,9398784,9006590,0,17434005,4657029105,1,1,0,1
1234561448,28,27864656,3,22250635,7156083,0,10976822,5044960091,1,1,0,1
1234561063,43,12707960,3,38243305,2499545,0,11261646,1196058399,1,1,0,1
1234561216,48,48757062,1,17403672,0,0,0,1705720627,1,0,0,0
1234561115,35,34497503,3,36495640,0,1977797,12497123,476004274,1,0,1,1
1234561907,53,38875123,3,16173379,28000518,610941,0,470677148,1,1,1,0
1234561026,45,36643209,2,26265926,0,0,16364685,4282765054,1,0,0,1
1234561041,23,15474775,3,2250463,10652456,0,13125440,1887713042,1,1,0,1
1234561716,54,12440950,2,24926317,2240717,0,0,5086504824,1,1,0,0
1234561003,29,28834093,4,13246939,23680650,1530945,15692733,1194398378,1,1,1,1
1234561249,48,39731726,3,20857729,13116795,0,11852298,5308016945,1,1,0,1
1234561727,47,11907511,2,49004624,26086209,0,0,4703303074,1,1,0,0
1234561284,43,25807225,4,24861481,26422701,3265960,15787216,3033217367,1,1,1,1
1234561176,23,36643281,1,13951547,0,0,0,5023429912,1,0,0,0
1234561164,29,11281784,3,30836846,0,4248250,11661508,4137822828,1,0,1,1
1234561515,49,40025267,2,41031000,18058510,0,0,2862009787,1,1,0,0
1234561278,28,36673229,3,32767100,0,2150383,11884334,2653232443,1,0,1,1
1234561128,38,35470378,3,16444208,0,4410841,15072737,5887096340,1,0,1,1
1234561938,37,42978373,4,21551759,24144734,2001708,12818415,1878366755,1,1,1,1
1234561520,31,41174867,3,38062427,13634188,4686869,0,3644198245,1,1,1,0
1234561289,51,37720464,4,12580072,25482940,3432708,12392168,4693216848,1,1,1,1
1234561177,54,21687170,2,26543179,0,0,17279191,5718525289,1,0,0,1
1234561330,44,14199869,2,14235546,10739952,0,0,5173008395,1,1,0,0
1234561670,40,34221226,2,38221174,25313375,0,0,5633362421,1,1,0,0
1234561905,40,35666405,2,25141236,0,1140685,0,1652679593,1,0,1,0
1234561088,49,36363132,2,3896581,0,0,14043530,5465095907,1,0,0,1
1234561096,52,30386268,4,10086758,24619607,4345731,17200150,1419108157,1,1,1,1
1234562000,49,10630758,3,3243122,0,3185884,17352261,4952808287,1,0,1,1
1234561239,34,30527987,2,16680047,0,0,11974251,5431354811,1,0,0,1
1234561012,55,34526068,4,27292204,23500794,3540575,15264622,3052553503,1,1,1,1
1234561711,54,11660046,2,11399948,0,0,14392791,4167522924,1,0,0,1
1234561100,51,34336320,3,24742262,0,3550108,12834403,822506527,1,0,1,1
1234561330,46,36169145,2,47812137,29598980,0,0,1209496390,1,1,0,0
1234561150,42,45687916,2,8697629,16589703,0,0,5368371403,1,1,0,0
1234561404,20,13095507,2,19587186,26375335,0,0,5557975044,1,1,0,0
1234561212,34,33506339,2,11764857,0,4315627,0,925260303,1,0,1,0
1234561442,45,10222880,2,2913052,23098757,0,0,4515435263,1,1,0,0
1234561049,21,30645002,2,48282317,0,0,11233469,1254517971,1,0,0,1
1234561419,41,22359942,2,34108586,0,0,17347256,1168868637,1,0,0,1
1234561567,38,23202035,2,46714155,0,4051228,0,2162209522,1,0,1,0
1234562000,33,12309589,3,6079412,20418717,0,16679953,4332399498,1,1,0,1
1234561469,34,44139616,2,11093707,0,0,12550967,5332212330,1,0,0,1
1234561546,23,49203619,3,35023725,0,4556834,13057421,1259987822,1,0,1,1
1234561011,51,44889536,3,22225535,0,4069825,12131987,2659303201,1,0,1,1
1234561302,55,41742673,1,21377856,0,0,0,3970894828,1,0,0,0
1234561216,41,28909037,2,3656701,0,0,12531213,4690371698,1,0,0,1
1234561863,41,12323683,1,43112681,0,0,0,4728914724,1,0,0,0
1234561608,38,24680072,3,26243004,17572591,0,16195934,1665333431,1,1,0,1
1234561554,24,21992398,2,34253980,0,2626612,0,1175241048,1,0,1,0
1234561039,55,47435913,2,36356857,0,2374947,0,5522273641,1,0,1,0
1234561039,44,17584500,2,948966,0,3109299,0,2082042000,1,0,1,0
1234561692,26,34765469,4,27398489,26553679,4643674,15662034,5800871913,1,1,1,1
1234561027,23,19829281,3,3282140,13701852,3344367,0,1835558927,1,1,1,0
1234561009,28,19652053,2,30582332,28783223,0,0,3939217558,1,1,0,0
1234561939,33,23284713,4,29444323,3275370,2145873,15620408,2590182889,1,1,1,1
1234561886,39,35936681,3,38695425,8621263,2671086,0,2320747100,1,1,1,0
1234561200,37,28687030,2,1063154,1058374,0,0,2594179549,1,1,0,0
1234561606,43,35011681,4,36805154,23548129,2538554,19051416,1779761817,1,1,1,1
1234561788,45,12973113,2,27745536,0,3659280,0,638233653,1,0,1,0
1234561572,20,21867145,3,42308102,13303427,4230633,0,1783489530,1,1,1,0
1234561688,21,18190207,4,4346464,19194088,572926,19687583,4506447526,1,1,1,1
1234561253,40,47984936,2,39625897,0,784388,0,4629752779,1,0,1,0
1234561947,31,33331555,2,12828704,0,743810,0,4545076419,1,0,1,0
1234561861,35,42056727,3,15432647,10630145,2571248,0,5130056470,1,1,1,0
1234561801,42,49773569,3,3856549,0,2123135,10642034,1933677799,1,0,1,1
1234561012,48,37700787,4,33829730,9414380,1386425,10603564,1074638214,1,1,1,1
1234561762,46,45698301,2,39195924,0,969754,0,582810257,1,0,1,0
1234561758,49,49205073,2,46308997,0,0,15930168,5641880745,1,0,0,1
1234561456,33,44702311,4,14924323,28997661,3610965,18392692,5259459864,1,1,1,1
1234561932,23,30074068,1,10199632,0,0,0,2775628239,1,0,0,0
1234561029,30,41797423,2,18150405,0,3709658,0,614417369,1,0,1,0
1234561409,35,17279129,3,35814337,12606792,3120279,0,1423562212,1,1,1,0
1234561009,42,41747163,2,24490055,0,0,10089819,5525666133,1,0,0,1
1234561578,55,42096524,2,31235566,0,0,11439787,5261499564,1,0,0,1
1234561150,46,30670832,2,40978631,14858491,0,0,3972544555,1,1,0,0
1234561748,20,44397267,4,8754495,27642895,2233329,17464678,1434562627,1,1,1,1
1234561147,26,22438991,4,35503935,18219047,2457022,19633381,5021133893,1,1,1,1
1234561684,38,19795025,2,18841756,0,1565058,0,5940349151,1,0,1,0
1234561286,36,35613272,1,48480819,0,0,0,1350962977,1,0,0,0
1234561700,21,19167657,3,12220338,0,2383518,14431444,4561083280,1,0,1,1
1234561270,51,29393132,2,37147297,0,3952437,0,1723898518,1,0,1,0
1234561649,24,43911222,2,26621118,0,3537168,0,3347014784,1,0,1,0
1234561141,43,13107134,3,9783558,3892501,1320884,0,1344625743,1,1,1,0
1234561818,51,35056708,3,4071531,15227775,3601728,0,4586101526,1,1,1,0
1234561841,20,35948154,2,48284791,0,0,12577729,4086634532,1,0,0,1
1234561969,42,49704887,3,18008766,23735115,4182250,0,2270413532,1,1,1,0
1234561756,35,47184051,1,28240201,0,0,0,1334110588,1,0,0,0
1234561166,28,18614685,1,9677367,0,0,0,4189486841,1,0,0,0
1234561211,50,26740181,2,30664695,0,2333565,0,943698989,1,0,1,0
1234561197,30,23340358,3,33329800,18186981,2484791,0,2612067527,1,1,1,0
1234561297,36,24530239,3,26610214,23580736,1563557,0,2739347219,1,1,1,0
1234561791,33,18110279,2,47334480,28861622,0,0,2413214582,1,1,0,0
1234561587,36,29715284,2,1527577,0,0,14780878,1096626180,1,0,0,1
1234561204,20,46708990,3,23476077,0,3862234,14701633,1969555560,1,0,1,1
1234561846,37,33934442,3,9849574,10486722,1690849,0,1922970276,1,1,1,0
1234561990,25,27059413,2,15573023,10004317,0,0,4783222687,1,1,0,0
1234561820,25,30499149,3,4214177,23720318,2010452,0,4060881128,1,1,1,0
1234561609,32,42303546,3,47412400,0,1674071,17531139,4141210149,1,0,1,1
1234561494,38,12890253,4,37640515,9692397,3654492,18220089,5932179639,1,1,1,1
1234561850,21,38052561,3,3834729,18056936,2088033,0,4709144019,1,1,1,0
1234561858,23,29079224,4,47761028,26565581,4485510,13434000,5748359015,1,1,1,1
1234561354,54,22798736,4,41024870,16565589,4616891,12267664,2832204790,1,1,1,1
1234561224,48,30805320,2,40788699,19908318,0,0,722717328,1,1,0,0
1234561938,41,17399634,3,37687878,0,1894105,19114949,5170528621,1,0,1,1
1234561368,25,25915910,2,39343821,0,0,13645496,5373255721,1,0,0,1
1234561724,20,27374834,2,47414887,0,0,17837618,1151519395,1,0,0,1
1234561398,49,34068904,3,1804455,15666188,0,12180528,4504192949,1,1,0,1
1234561803,23,29629501,1,35576024,0,0,0,5290764472,1,0,0,0
1234561064,31,38753725,2,17241612,23507515,0,0,5334847080,1,1,0,0
1234561681,42,43966406,4,43712545,8569655,2148068,14881661,5977940439,1,1,1,1
1234561156,23,49352184,3,15972457,0,3527762,12380580,734204564,1,0,1,1
1234561783,44,27558713,2,32733906,0,0,13654395,2045226859,1,0,0,1
1234561813,31,21477584,4,18072354,15106493,3822356,16171892,5821834417,1,1,1,1
1234561100,42,35486044,2,14432177,0,0,16958685,2046170272,1,0,0,1
1234561371,31,37941395,1,30856084,0,0,0,1169720961,1,0,0,0
1234561431,33,11407530,3,11557031,15370096,0,16494819,3429557157,1,1,0,1
1234561516,34,41204145,4,38194034,17254167,2946323,16198312,5412147357,1,1,1,1
1234561687,37,49769717,2,13068599,0,0,12235155,3369074470,1,0,0,1
1234561052,20,29841435,2,6284126,0,1233904,0,1544005995,1,0,1,0
1234561259,47,10279517,1,32644394,0,0,0,5842059243,1,0,0,0
1234561214,38,34595159,3,42301458,21146469,0,10778304,5882588619,1,1,0,1
1234561487,28,36206812,2,6899250,15032735,0,0,2573750106,1,1,0,0
1234561697,44,46401685,2,21142344,0,0,18103332,1045702861,1,0,0,1
1234561921,42,12046543,1,24591732,0,0,0,597945266,1,0,0,0
1234561072,55,19643123,4,38586063,23378473,3066806,14811881,3065438195,1,1,1,1
1234561606,48,39541234,1,23400313,0,0,0,5521583194,1,0,0,0
1234561566,24,40523105,4,4948539,7266104,3757736,10566605,4266186054,1,1,1,1
1234561835,23,47131180,4,27241088,23930211,2788128,15829912,1541478247,1,1,1,1
1234561751,55,15188633,2,28128344,0,2326166,0,5699051254,1,0,1,0
1234561196,48,25111573,2,16389339,27912365,0,0,771430766,1,1,0,0
1234561169,21,46129026,1,21945597,0,0,0,4953960335,1,0,0,0
1234561260,34,49197678,1,46722134,0,0,0,4587451929,1,0,0,0
1234561398,55,43569107,3,21062608,18616692,2346411,0,620570407,1,1,1,0
1234561685,33,29846374,2,31359581,0,4787241,0,550050150,1,0,1,0
1234561686,49,31850019,3,47531605,8459038,4232156,0,1756790226,1,1,1,0
1234561664,38,29810641,2,23040102,0,3610295,0,1680262478,1,0,1,0
1234561744,21,28199356,4,36259076,22606077,3342850,18872498,5907144775,1,1,1,1
1234561647,42,27320213,1,36643777,0,0,0,4621098847,1,0,0,0
1234561777,39,20919799,3,10594642,5660298,0,10006908,1503493371,1,1,0,1
