Customer ID,Umur,Income,Product_holding,Saving,Deposit,KK,Tab Bisnis,Limit Kredit Mortgage,,,,
1234561414,53,36768486,2,14673684,0,0,17550674,648999886,1,0,0,1
1234561338,37,17003734,3,22398447,14223581,4950049,0,496033776,1,1,1,0
1234561188,21,24126456,2,14079384,0,0,10828217,800202959,1,0,0,1
1234561304,20,32328462,3,32357252,27826641,3164060,0,3966582805,1,1,1,0
1234561097,27,43517030,1,18912221,0,0,0,538505646,1,0,0,0
1234561205,25,21412268,4,19955947,28758199,2940769,17689475,3016743756,1,1,1,1
1234561309,40,21282147,3,36133912,15716352,0,12899042,4031469603,1,1,0,1
1234561912,38,19780426,2,45986639,23233311,0,0,665937726,1,1,0,0
1234561451,49,10279725,2,10515456,0,2341430,0,4483633137,1,0,1,0
1234561259,52,38445820,3,23021914,0,2407334,11817851,4601232598,1,0,1,1
1234561147,39,44048694,3,11728429,0,3052981,17571875,1986333390,1,0,1,1
1234561258,53,27334793,2,26887040,0,0,13785146,5735183905,1,0,0,1
1234561560,44,41459310,4,21973980,22845839,3299204,18888813,2316902713,1,1,1,1
1234561161,23,39561095,2,32223670,0,0,13708215,3526471171,1,0,0,1
1234561085,38,30655343,1,24554193,0,0,0,4575389825,1,0,0,0
1234561452,49,25423511,2,49320916,0,0,16069644,1042655207,1,0,0,1
1234561136,33,13432561,3,18210756,6927430,3205335,0,3154293577,1,1,1,0
1234561190,33,34629822,2,43442708,25453533,0,0,4408549462,1,1,0,0
1234561896,20,45382681,2,42966958,0,3270648,0,4602218669,1,0,1,0
1234561083,21,19061926,3,27974100,10402812,4468573,0,4580228322,1,1,1,0
1234561358,27,42369816,1,44833592,0,0,0,1276508906,1,0,0,0
1234561858,39,24201433,4,9543708,25338668,2228716,11805959,3294440420,1,1,1,1
1234561695,25,17660332,1,34290174,0,0,0,477010283,1,0,0,0
1234561619,28,26418353,3,23051987,4892913,0,16964563,5099671289,1,1,0,1
1234561281,28,44420976,3,4818514,24073581,0,16532005,1445370490,1,1,0,1
1234561874,31,35971570,3,43011116,0,2030614,17609776,3137308496,1,0,1,1
1234561416,46,37534908,3,21733382,0,3405208,11151059,5472310453,1,0,1,1
1234561402,27,47295825,2,12197189,28183802,0,0,4894604477,1,1,0,0
1234561362,42,24880498,4,46089182,28384044,1957313,12809125,2328116790,1,1,1,1
1234561088,49,17014859,1,6354804,0,0,0,4466545541,1,0,0,0
1234561994,21,49735872,2,32616959,0,1975295,0,1559851286,1,0,1,0
1234561621,32,14637340,3,13199569,0,4848859,16370285,870075016,1,0,1,1
1234561181,20,30850371,2,5311720,0,0,18679953,3634149734,1,0,0,1
1234561479,53,19778141,1,43459297,0,0,0,4510407208,1,0,0,0
1234561688,35,47518402,3,34768312,15754233,0,17820056,2673937102,1,1,0,1
1234561536,47,25592775,1,6665025,0,0,0,5927549289,1,0,0,0
1234561744,52,44511115,2,44628188,25145513,0,0,5420092554,1,1,0,0
1234561361,49,44960278,3,13706451,5381499,678623,0,1478876334,1,1,1,0
1234561902,22,20659184,2,12168066,0,4755085,0,1427618048,1,0,1,0
1234561900,36,44969538,3,34002318,12171996,1009671,0,5916180990,1,1,1,0
1234561143,50,32477835,2,36510546,0,1123316,0,1502432708,1,0,1,0
1234561316,21,20976710,3,18613433,26345070,0,12949600,3404755195,1,1,0,1
1234561541,40,36460146,1,42548004,0,0,0,4809711948,1,0,0,0
1234561220,33,27717572,3,45908741,2376517,0,15420253,2960543740,1,1,0,1
1234561201,49,36200540,2,34304085,29955025,0,0,3853064446,1,1,0,0
1234561264,55,13966845,2,19522556,18424026,0,0,2367770350,1,1,0,0
1234561680,39,44787153,2,20256622,0,977328,0,5495505679,1,0,1,0
1234561379,47,42619965,2,37759723,0,0,16280309,2444448529,1,0,0,1
1234561210,36,33429640,3,24434242,0,1618787,11149041,4947619959,1,0,1,1
1234561606,24,37905037,2,47773707,0,0,14554227,4363117774,1,0,0,1
1234561880,37,18751387,2,29896290,0,0,11792143,5966357870,1,0,0,1
1234561529,48,49373964,1,22748516,0,0,0,3292453246,1,0,0,0
1234561076,20,18969741,3,19320166,0,4805671,12707629,4628281731,1,0,1,1
1234561841,50,17918667,3,42730913,21162847,0,17513630,2152448382,1,1,0,1
1234561846,45,20744469,3,40327683,1659694,4773587,0,4877968316,1,1,1,0
1234561480,46,20812778,2,32261160,0,0,16583513,4574092134,1,0,0,1
1234561513,45,12619337,2,45951031,29430751,0,0,3764312115,1,1,0,0
1234561868,49,26941377,1,13878093,0,0,0,1620410411,1,0,0,0
1234561558,26,37732248,3,30375483,0,3446172,14014629,3776534779,1,0,1,1
1234561478,28,10665321,1,12141368,0,0,0,4809396014,1,0,0,0
1234561399,27,14382378,3,46324835,0,3681537,10431926,5403175254,1,0,1,1
1234561305,38,30340803,2,17873814,1016199,0,0,4085800921,1,1,0,0
1234561282,33,43620441,2,4945025,7098065,0,0,3023867219,1,1,0,0
1234561539,22,29543398,2,12349535,0,1730727,0,2080842102,1,0,1,0
1234561086,55,41678565,4,33529122,6273729,1934072,14869654,5278216527,1,1,1,1
1234561419,55,31138997,2,26044363,0,0,10192020,1529704946,1,0,0,1
1234561348,21,36092969,3,17241603,7753186,2439283,0,592610920,1,1,1,0
1234561312,35,49050058,3,9732742,20209920,0,12488636,5834531505,1,1,0,1
1234561718,45,29351002,3,18359512,0,2367610,18171559,5994234364,1,0,1,1
1234561169,26,14473379,3,32991903,0,2871438,19809378,5343345227,1,0,1,1
1234561777,26,13123266,3,6448940,7823673,844819,0,3048515853,1,1,1,0
1234561208,37,14027434,3,19449266,0,2930428,14694371,484981565,1,0,1,1
1234561741,43,32643424,3,11626345,15105289,0,13411757,2862014736,1,1,0,1
1234561225,41,36650963,2,4942193,0,0,11053638,4857770505,1,0,0,1
1234561467,37,42490174,3,24715411,0,1667012,16205267,3679893390,1,0,1,1
1234561608,41,42323984,3,13970030,9742769,0,17386422,1609004111,1,1,0,1
1234561518,52,42191484,3,16174689,7372391,2214641,0,5800429514,1,1,1,0
1234561992,40,31663710,4,18438557,3617818,4803415,14699636,4009069818,1,1,1,1
1234561727,42,11936355,2,49312220,29790963,0,0,5756746067,1,1,0,0
1234561655,24,29901418,3,6992660,14786175,3821250,0,4373457621,1,1,1,0
1234561470,28,41145292,3,43964958,0,1378590,18961459,3703774031,1,0,1,1
1234561926,27,47684848,4,22761857,13581488,1616560,16309572,5297599066,1,1,1,1
1234561339,22,16670864,1,27140242,0,0,0,5750635370,1,0,0,0
1234561484,42,32665953,2,3148298,0,1616630,0,5710445820,1,0,1,0
1234561846,21,48103943,3,25253717,17663318,3865732,0,2524524593,1,1,1,0
1234561670,39,10818399,3,21861318,28595020,0,19878678,5799727605,1,1,0,1
1234561744,24,22568348,3,8609959,0,2069856,17903418,1365503811,1,0,1,1
1234561427,46,11819612,2,9149023,0,0,14329855,5271131920,1,0,0,1
1234561650,25,30103371,2,17551256,20257920,0,0,1376529946,1,1,0,0
1234561218,31,19637253,2,21023890,0,0,11330510,4245705218,1,0,0,1
1234561233,22,49916265,3,26362953,3939678,0,12047804,615027516,1,1,0,1
1234561735,38,44122369,3,45203829,6662100,1362155,0,5093781135,1,1,1,0
1234561476,46,38694326,2,20348474,8343649,0,0,3103837625,1,1,0,0
1234561169,45,43630782,3,40272719,24410106,4592559,0,4033485279,1,1,1,0
1234561087,35,22429301,3,40239009,14279048,2833004,0,1124770327,1,1,1,0
1234561634,53,35244912,3,3811897,2855128,3214208,0,2466358458,1,1,1,0
1234561669,31,22151204,4,2793139,6829847,2570927,18277946,960313512,1,1,1,1
1234561612,43,40939438,3,39084903,21023493,1412848,0,1414377460,1,1,1,0
1234561429,44,12314528,2,11561836,16943297,0,0,3160964751,1,1,0,0
1234561046,22,10801102,1,3422563,0,0,0,2505910507,1,0,0,0
1234561721,41,38331719,3,26798640,0,2337233,16478635,4771322113,1,0,1,1
1234561592,32,34804661,2,20419529,0,0,10777545,1653190345,1,0,0,1
1234561856,36,29281695,3,33315324,0,520849,15851368,325765163,1,0,1,1
1234561671,35,49230827,2,20414441,0,2324776,0,5915573966,1,0,1,0
1234561154,45,20555560,3,4817560,6293765,0,12454111,959177505,1,1,0,1
1234561588,36,44835641,3,49440677,15361492,2954528,0,5545613182,1,1,1,0
1234561155,31,13952890,4,48377766,22249403,1520140,11963011,1389141521,1,1,1,1
1234561827,33,46605237,1,2698519,0,0,0,5446561351,1,0,0,0
1234561770,53,42476815,2,38166615,0,0,15585819,846977488,1,0,0,1
1234561934,52,12968530,2,43354160,0,1223049,0,3559043980,1,0,1,0
1234561071,51,30392974,2,35479439,0,3014596,0,4650981734,1,0,1,0
1234561235,30,36169483,3,27457153,0,1483682,17539051,1796460910,1,0,1,1
1234561087,31,25514366,2,29015722,0,1790022,0,3527019153,1,0,1,0
1234561199,38,18382143,4,49099819,20591907,1894736,16289491,4925122270,1,1,1,1
1234561689,22,47227549,4,32633760,27591672,743589,10987771,3423712811,1,1,1,1
1234561641,33,41574733,4,19316676,27340049,1623493,10003516,2678345601,1,1,1,1
1234561922,44,40202876,2,22222909,0,0,15975266,3591843331,1,0,0,1
1234561420,55,44797751,2,9037733,0,4058071,0,1122017111,1,0,1,0
1234561470,42,22721271,3,14039594,27073902,0,19279591,5859988738,1,1,0,1
1234561081,41,35538509,2,35132885,0,0,13609941,4449078314,1,0,0,1
1234561661,46,16900191,3,4875806,17170328,3963950,0,4331510587,1,1,1,0
1234561511,25,45868211,1,27411182,0,0,0,4533723255,1,0,0,0
1234561567,55,14064518,1,21872822,0,0,0,5245741786,1,0,0,0
1234561829,31,30948242,2,30246399,0,0,18411015,3107566527,1,0,0,1
1234561181,51,11173173,3,4621260,0,2527913,19841335,1341704576,1,0,1,1
1234561721,48,29736797,3,13756193,29717600,0,16839621,5428354300,1,1,0,1
1234561379,52,28794798,3,20640250,0,1531817,15263690,1310467600,1,0,1,1
1234561186,31,15499341,3,8445912,0,2626072,19813533,1314215543,1,0,1,1
1234561992,51,36390472,2,37388038,0,3890090,0,4029629738,1,0,1,0
1234561843,25,11537674,3,9852591,17145879,0,15659097,3166704024,1,1,0,1
1234561051,23,32308331,1,12512906,0,0,0,3950574326,1,0,0,0
1234561256,36,31253205,3,4653998,18533900,4468250,0,1735381798,1,1,1,0
1234561598,23,49908063,3,1355943,14526624,0,12529087,2477233806,1,1,0,1
1234561045,52,49969106,3,27020241,3816775,0,13855827,1088905339,1,1,0,1
1234561633,36,34706762,1,35697979,0,0,0,5988504711,1,0,0,0
1234561796,35,23185977,2,39554927,0,4172236,0,609854422,1,0,1,0
1234561116,52,36613718,1,25718948,0,0,0,489224218,1,0,0,0
1234561248,30,37069866,3,46484345,0,835294,11538500,2839448302,1,0,1,1
1234561937,48,26113752,3,9899669,24049483,0,16968340,2070982465,1,1,0,1
1234561853,51,18805327,3,45284084,0,1676405,11877790,1991669339,1,0,1,1
1234561573,23,21927032,3,34527141,0,4889002,12845641,2330170465,1,0,1,1
1234561454,30,18389177,2,8298662,0,0,17331094,4411175788,1,0,0,1
1234561915,34,46366826,1,20217232,0,0,0,1935172950,1,0,0,0
1234561107,37,26715327,3,47691856,3086280,0,10266268,3469440059,1,1,0,1
1234561897,53,32633963,3,47398291,4979243,932972,0,492164228,1,1,1,0
1234561178,38,23988795,3,30195864,0,2094842,12418641,1418311862,1,0,1,1
1234561166,34,18815304,3,47062509,4484355,4134317,0,3939783222,1,1,1,0
1234561625,33,35753348,2,5881937,0,0,15005267,2044947080,1,0,0,1
1234561314,51,19112662,1,20746814,0,0,0,4545533271,1,0,0,0
1234561322,47,41569226,3,13281980,0,698562,11479644,2367586689,1,0,1,1
1234561047,39,29526013,4,21421648,19882432,1572993,13293662,4958331585,1,1,1,1
1234561626,29,42153585,3,36181923,12177249,0,15093225,4165989842,1,1,0,1
1234561989,43,42184366,3,15127056,15252546,0,12428923,450746159,1,1,0,1
1234561161,50,12373426,4,39590732,13914349,1983853,17847494,3162893633,1,1,1,1
1234561817,31,48135101,4,20916610,10933307,2975960,12634874,3090204299,1,1,1,1
1234561112,35,39388752,3,46342344,21257010,1590844,0,4123829314,1,1,1,0
1234561238,38,24361544,2,37495251,0,1916650,0,3342525266,1,0,1,0
1234561730,42,21749651,3,34205494,7144902,876515,0,2341796456,1,1,1,0
1234561438,33,23298770,3,858447,0,4468952,18720022,4789074582,1,0,1,1
1234561294,39,16854065,1,47154243,0,0,0,5403245444,1,0,0,0
1234561803,52,49925685,3,40085849,0,2344342,12294470,3038200691,1,0,1,1
1234561402,54,35579286,3,21492555,12875433,0,11176376,5814500140,1,1,0,1
1234561955,39,45219743,3,23525428,0,4819006,14969317,824328244,1,0,1,1
1234561648,55,39942171,3,37016817,0,4323849,14491442,2729009841,1,0,1,1
1234561239,27,40773912,3,5805991,0,1614150,10177436,5936887996,1,0,1,1
1234561149,21,29021858,3,40924597,0,4898856,17777265,456195464,1,0,1,1
1234561586,20,12998672,4,46388394,16113030,3192136,14612894,774812622,1,1,1,1
1234561721,25,47904948,2,11430135,0,0,17554184,3205084038,1,0,0,1
1234561530,49,46022473,3,30347077,21028863,4521533,0,1416041321,1,1,1,0
1234561416,41,35757863,3,7609465,7091016,2523988,0,5129493525,1,1,1,0
1234561753,27,41421753,3,19672237,12290337,3252711,0,3300316066,1,1,1,0
1234561508,22,25987866,3,36383601,16241690,0,19814345,5758737166,1,1,0,1
1234561873,41,34533249,2,42715861,0,0,19931527,3502131131,1,0,0,1
1234561302,54,19968883,3,25294355,21556799,2484552,0,3708472346,1,1,1,0
1234561269,51,26798361,2,6311637,28558914,0,0,3849478603,1,1,0,0
1234561112,55,45364670,2,22053194,25427165,0,0,4414895069,1,1,0,0
1234561382,24,28314502,2,44259796,0,3226573,0,934312808,1,0,1,0
1234561995,22,47538307,2,33202479,27833637,0,0,849032708,1,1,0,0
1234561341,47,42286713,3,13823240,21613533,0,15884114,2322879413,1,1,0,1
1234561974,37,15835075,2,44908780,0,2392245,0,4915730199,1,0,1,0
1234561260,43,19237204,4,26211161,22133636,713900,10092321,2570006474,1,1,1,1
1234561392,41,46668266,3,43133090,26183060,0,13664276,5982988667,1,1,0,1
1234561657,49,24261443,2,20285509,0,2786820,0,3769608921,1,0,1,0
1234561751,27,22563042,3,15176215,1729288,4808203,0,1659230197,1,1,1,0
1234561548,38,11491248,2,18526746,26644625,0,0,1990495020,1,1,0,0
1234561711,24,42617800,1,20661265,0,0,0,5260840922,1,0,0,0
1234561681,32,14806469,1,7388396,0,0,0,3612176124,1,0,0,0
1234561255,24,42912076,2,21604966,0,0,11731436,4669564456,1,0,0,1
1234561594,33,35680674,3,35310619,2933691,2080097,0,2758244852,1,1,1,0
1234561609,49,46127054,2,40457954,11980385,0,0,1033575188,1,1,0,0
1234561267,43,22686768,4,35709244,17354386,2548852,10268880,3325291083,1,1,1,1
1234561868,25,38197213,4,8288362,29347061,3436679,13944554,420214229,1,1,1,1
1234561145,27,14802868,3,25881158,0,2313569,12409521,3666068752,1,0,1,1
1234561698,45,37832010,3,11998807,0,675135,16020071,5162744032,1,0,1,1
1234561270,49,44734800,3,5727377,1174497,0,12062098,5655202735,1,1,0,1
1234561817,24,20660457,3,45466566,21140784,0,13578456,4875500946,1,1,0,1
1234561581,30,18363672,3,40621309,12497868,4326062,0,4853058654,1,1,1,0
1234561351,52,25534227,1,26187151,0,0,0,5116624786,1,0,0,0
1234561121,53,13435549,3,34930547,23804544,0,10996929,1736792113,1,1,0,1
1234561048,33,27736806,3,40002045,5108285,0,12095058,5483109760,1,1,0,1
1234561861,32,14245524,2,30774631,0,0,16403861,1998542201,1,0,0,1
1234561420,45,14582763,4,22552317,19958728,3771884,12260213,2133777414,1,1,1,1
1234561863,26,34667286,2,33930497,26792770,0,0,3627582574,1,1,0,0
1234561765,33,46798380,4,33125684,16514207,1088773,10669111,735885050,1,1,1,1
1234561635,42,13207124,3,7389707,9236590,0,15790645,1274281268,1,1,0,1
1234561780,54,39770483,1,36135599,0,0,0,1046782115,1,0,0,0
1234561524,22,49373730,4,47675789,19032192,4940561,17825433,3492585344,1,1,1,1
1234561366,32,29230943,4,48909284,24812817,1864897,14635230,3931281029,1,1,1,1
1234561878,27,48187098,1,38731402,0,0,0,3660485287,1,0,0,0
1234561879,20,16175101,3,27870981,20220054,1320594,0,2651962274,1,1,1,0
1234561842,35,16605228,3,19828591,0,882733,10192142,514198392,1,0,1,1
1234561362,44,27203882,2,17472973,14883476,0,0,695550950,1,1,0,0
1234561780,48,22046750,3,6540313,0,2214802,19237489,3570652040,1,0,1,1
1234561448,47,39192051,2,6134333,28909632,0,0,2824608424,1,1,0,0
1234561051,49,26620501,2,4280063,0,4864193,0,507108760,1,0,1,0
1234561381,22,16921858,2,3224588,0,0,10186190,4043902369,1,0,0,1
1234561547,55,13725685,3,11620149,9792349,0,12410551,986531612,1,1,0,1
1234561454,39,13616212,2,16774733,0,1679275,0,615131888,1,0,1,0
1234561492,40,32787690,2,24043342,0,0,16944163,4332909407,1,0,0,1
1234561042,34,19493057,2,35243460,0,2448189,0,3787749089,1,0,1,0
1234561273,55,27335281,3,36575956,2554479,0,12640984,4994980727,1,1,0,1
1234561082,40,32887445,4,19246020,22361451,2852732,17666445,3610698566,1,1,1,1
1234561946,41,33807667,3,14497283,0,1348748,19106410,3942690344,1,0,1,1
1234561823,22,32732235,3,21393547,5042120,0,19722631,4231782068,1,1,0,1
1234561711,39,15067821,3,5808706,24178914,0,19180387,5309605612,1,1,0,1
1234561220,22,19553833,2,12878077,26125526,0,0,4821765973,1,1,0,0
1234561816,28,15134032,2,5146875,21508739,0,0,1903538210,1,1,0,0
1234561271,26,11951342,1,38085490,0,0,0,2307977918,1,0,0,0
1234561352,42,32378809,2,17549781,0,3500475,0,2812446442,1,0,1,0
1234561049,36,36094002,2,35699847,28571260,0,0,4226193563,1,1,0,0
1234561730,47,41280080,2,10042154,24767495,0,0,1885236880,1,1,0,0
1234561968,53,32020425,1,22091126,0,0,0,2453251131,1,0,0,0
1234561030,51,42338563,2,4638309,0,0,10755005,2561411690,1,0,0,1
1234561521,40,12935938,3,34693522,17865206,0,14513986,4009282983,1,1,0,1
1234561228,20,15955382,2,20956386,0,4584846,0,4393839238,1,0,1,0
1234561010,21,13116262,3,4928505,28702493,2850888,0,1814976741,1,1,1,0
1234561136,34,11108226,3,17312125,14540511,2059560,0,3023857518,1,1,1,0
1234561243,34,46897204,2,20490036,7130372,0,0,1166083182,1,1,0,0
1234561130,31,26508362,3,45442989,18790394,0,13630942,331708118,1,1,0,1
1234561397,54,19307884,3,16944873,0,3902850,17766151,4105665570,1,0,1,1
1234561303,21,44265200,2,15416951,15465806,0,0,5485014141,1,1,0,0
1234561445,36,49563930,4,4937446,23787694,3857948,19173294,5617230719,1,1,1,1
1234561925,31,29899930,3,47859642,0,1702940,12744953,5714518705,1,0,1,1
1234561245,52,47377928,2,24253684,0,2714572,0,3555750447,1,0,1,0
1234561550,26,21045397,3,23176329,19132418,0,11968560,3430315963,1,1,0,1
1234561312,34,24444378,1,18064917,0,0,0,3028396493,1,0,0,0
1234561323,49,29928177,2,47311462,0,4179340,0,4771013982,1,0,1,0
1234561300,27,36107631,2,27132552,0,0,19536932,653027032,1,0,0,1
1234561443,40,36188369,2,41869752,22278069,0,0,4380558964,1,1,0,0
1234561571,52,40989203,4,10822831,21830444,2428240,15150377,1801588255,1,1,1,1
1234561795,34,34678762,3,3526818,1483505,0,19527158,1333513093,1,1,0,1
1234561006,45,17277121,2,26541299,0,0,11371144,3471682698,1,0,0,1
1234561243,54,17161908,3,10016754,0,2092287,18905804,3892964052,1,0,1,1
1234561517,30,29719437,2,11740047,0,2690451,0,2212965484,1,0,1,0
1234561021,23,46976261,3,13696191,0,3599900,19712370,5293388075,1,0,1,1
1234561658,40,23977135,2,46788505,0,0,14990156,3793132790,1,0,0,1
1234561706,27,22966363,2,23893691,6587222,0,0,5668666642,1,1,0,0
1234561695,35,32777005,3,16219239,0,4355789,14261401,3128387598,1,0,1,1
1234561113,26,42072865,3,32439780,10241982,0,16291838,3511039197,1,1,0,1
1234561299,20,10264692,2,48955374,16930056,0,0,4344585730,1,1,0,0
1234561913,28,18482733,1,21890251,0,0,0,5285211508,1,0,0,0
1234561037,25,24112821,2,10186887,0,3844703,0,2367122527,1,0,1,0
1234561292,37,17332103,4,30198165,26138950,749898,13090669,4473107927,1,1,1,1
1234561320,36,28341480,1,31033980,0,0,0,3139793682,1,0,0,0
1234561969,50,29013367,3,41596358,14276711,4510468,0,4776875926,1,1,1,0
1234561564,28,27655810,2,40542777,0,688768,0,3179492246,1,0,1,0
1234561721,31,39851600,4,3756627,22901868,3447293,14932050,1303873997,1,1,1,1
1234561051,49,15293360,2,33118016,0,2820704,0,3585591822,1,0,1,0
1234561378,40,42608027,3,44463003,13426641,0,13214488,2767820951,1,1,0,1
1234561620,22,22593367,4,49638452,7356110,4913737,12069118,3208185605,1,1,1,1
1234561742,33,42001166,1,47219837,0,0,0,4206135079,1,0,0,0
1234561777,52,16955016,2,35291108,0,0,17113427,4837027766,1,0,0,1
1234561215,22,21504003,2,46623028,20797271,0,0,482333891,1,1,0,0
1234561977,26,17127850,1,31464507,0,0,0,2401117861,1,0,0,0
1234561521,40,16347743,2,21625264,0,3027906,0,2966975802,1,0,1,0
1234561895,45,35905710,2,48713155,0,1871388,0,5822749646,1,0,1,0
1234561030,43,46988685,2,8207564,0,1145372,0,3662234743,1,0,1,0
1234561639,54,48877224,2,28665084,26137136,0,0,1519326746,1,1,0,0
1234561325,45,29384247,3,12336527,13275291,2155328,0,2462061465,1,1,1,0
1234561741,40,13387930,3,45245995,10604566,0,12923713,1930730729,1,1,0,1
1234561081,52,27394011,3,19493649,22705442,3022546,0,4027509449,1,1,1,0
1234561326,32,17758618,2,855944,0,0,12692216,5816948840,1,0,0,1
1234561047,21,17778619,2,2547156,0,2284981,0,2530984630,1,0,1,0
1234561946,31,45698804,3,17565881,0,2638824,13425200,3461563835,1,0,1,1
1234561278,50,27322553,3,23492170,18271777,3200321,0,5199707396,1,1,1,0
1234561191,38,43130499,2,26272408,0,0,15651262,5875820015,1,0,0,1
1234561668,25,22885524,3,36925207,27313906,0,15177932,3887387496,1,1,0,1
1234562000,44,32856780,1,19284683,0,0,0,5276516466,1,0,0,0
1234561910,25,49295056,2,3425181,0,3097852,0,3189734526,1,0,1,0
1234561502,54,35893176,2,45315029,0,1506386,0,4008052749,1,0,1,0
1234561479,29,48324720,3,20315726,5762082,4213636,0,1468277546,1,1,1,0
1234561103,36,40559237,3,42511843,13949720,0,19487360,3855108054,1,1,0,1
1234561680,30,23695997,4,42453404,29312805,4244415,17752609,4476142269,1,1,1,1
1234561595,20,35176673,2,15424463,0,0,17679424,546608376,1,0,0,1
1234561082,26,27900167,2,48124356,0,602391,0,1252467493,1,0,1,0
1234561943,41,44506312,3,48689855,8853033,0,19202827,1001319279,1,1,0,1
1234561092,45,11766316,2,13028184,8512167,0,0,5761433847,1,1,0,0
1234561472,44,38323381,1,40411583,0,0,0,2746211122,1,0,0,0
1234561158,22,48543153,4,25540131,15804373,1580789,13101353,4814694788,1,1,1,1
1234561372,45,38383550,3,32562285,26607806,2196455,0,2090618064,1,1,1,0
1234561273,32,15487115,3,37744947,12828894,2936013,0,2538158123,1,1,1,0
1234561290,50,18256991,2,9265279,0,798873,0,4318309763,1,0,1,0
1234561998,38,48489623,3,34688829,16902777,0,13893536,5231592311,1,1,0,1
1234561324,26,19984110,3,21736943,3868319,4034609,0,1756138054,1,1,1,0
1234561788,30,48261905,3,29938801,24784118,0,13916640,4217605762,1,1,0,1
1234561288,51,48958629,3,28505079,14420587,4900647,0,3480661438,1,1,1,0
1234561680,25,12145967,3,6029719,4417074,0,19948330,933037935,1,1,0,1
1234561806,35,29104924,1,47407701,0,0,0,5309358051,1,0,0,0
1234561080,55,15166129,4,6750713,10810322,4660811,10577140,4892469244,1,1,1,1
1234561353,50,39267657,3,23073929,23711556,3385667,0,4559030771,1,1,1,0
1234561963,26,19153336,2,30174701,20843963,0,0,2554007485,1,1,0,0
1234561037,34,43160498,3,14446738,13326962,3017272,0,3288790746,1,1,1,0
1234561816,49,34646492,2,47412425,13033065,0,0,725096555,1,1,0,0
1234561652,49,43079588,1,22203639,0,0,0,4462156109,1,0,0,0
1234561619,45,11509173,3,41197893,15728986,0,14057368,4790161198,1,1,0,1
1234561620,32,29683352,2,28906185,0,0,14945391,4704960128,1,0,0,1
1234561474,27,22702710,2,12987001,0,2353339,0,2213802713,1,0,1,0
1234561593,36,13681152,3,37109339,0,3882381,16736504,4612772457,1,0,1,1
1234561179,41,46805891,3,3719210,0,3407696,17949998,3349936691,1,0,1,1
1234561707,45,28476556,2,27510469,0,0,14737808,3998843403,1,0,0,1
1234561600,31,43296130,3,24220225,26244254,1424243,0,4664779910,1,1,1,0
1234561563,32,22156263,3,38597255,16538191,4277836,0,348043507,1,1,1,0
1234561877,53,17485140,3,16064259,2819743,4060996,0,5306250327,1,1,1,0
1234561863,24,33096180,3,16879589,4301175,0,11537695,2423881605,1,1,0,1
1234561352,40,33082376,2,40701348,5526356,0,0,2112151886,1,1,0,0
1234561378,46,48167539,2,1747070,0,3984499,0,520346881,1,0,1,0
1234561663,24,21021728,2,21672390,0,2520966,0,573379496,1,0,1,0
1234561074,41,33286278,2,37663972,0,0,19128129,2578797484,1,0,0,1
1234561364,53,34161785,2,48343895,1691539,0,0,1748152556,1,1,0,0
1234561283,23,43882111,2,6787056,0,0,15236493,2997087995,1,0,0,1
1234561018,54,43866724,1,48704341,0,0,0,5818653422,1,0,0,0
1234561173,22,24954462,4,27449513,18523393,3618356,17459879,2296429403,1,1,1,1
1234561118,38,25224971,3,10940684,0,1300772,18259913,3167234528,1,0,1,1
