Customer ID,Age,Income,Education,Occupation,Income,Average Balance,Appraisal,Industri,Pelunasan Kredit
1234561780,2,4,2,4,4,1,5,1,0
1234561746,4,5,2,2,3,4,4,2,0
1234561898,1,3,3,4,5,5,5,2,1
1234561947,2,5,4,2,3,1,3,2,0
1234561611,1,4,1,1,3,1,5,4,1
1234561783,4,2,5,4,4,5,1,2,1
1234561863,5,1,4,5,4,3,3,5,1
1234561090,2,1,5,3,3,5,1,4,0
1234561119,2,5,1,4,4,2,2,5,1
1234561831,2,2,2,4,1,1,2,4,0
1234561741,2,1,2,5,5,4,2,1,0
1234561823,3,5,1,1,1,2,2,2,0
1234561680,2,3,1,1,4,3,4,5,1
1234561851,5,4,3,2,5,5,3,1,0
1234561201,3,5,4,3,1,2,2,1,1
1234561574,5,5,4,5,2,1,1,3,1
1234561558,3,5,2,2,1,4,3,3,1
1234561353,3,3,1,1,4,4,2,3,1
1234561545,2,2,3,5,3,2,1,3,1
1234561987,4,4,1,5,2,2,2,5,1
1234561928,1,3,5,4,3,1,4,3,1
1234561688,2,1,5,5,4,4,5,3,0
1234561120,2,2,3,3,2,1,5,3,0
1234561801,2,3,5,4,5,4,5,1,1
1234561829,2,1,3,2,5,1,2,4,1
1234561128,3,1,2,3,3,2,3,3,0
1234561483,5,3,1,2,4,5,2,1,1
1234561786,3,2,5,4,2,3,2,1,0
1234561041,1,5,1,5,1,1,4,2,0
1234561532,5,4,3,4,4,3,3,1,1
1234561362,2,4,4,3,1,5,3,5,1
1234561928,1,3,2,4,1,3,4,5,0
1234561218,2,1,2,4,3,3,2,2,0
1234561853,4,2,3,4,1,4,2,2,0
1234561616,3,4,3,1,4,5,4,4,0
1234561877,1,4,1,1,4,2,5,2,1
1234561159,5,1,2,5,4,5,5,5,0
1234561087,5,2,2,3,5,1,3,5,0
1234561940,2,3,3,1,1,2,3,5,0
1234561816,5,3,2,5,2,5,3,1,1
1234561430,5,2,4,4,1,5,4,1,1
1234561095,3,4,4,2,1,3,1,1,1
1234561574,1,2,2,4,2,5,4,2,1
1234561674,4,5,2,4,1,5,3,2,0
1234561497,4,1,3,4,2,1,4,3,1
1234561374,5,3,4,4,4,5,2,2,0
1234561445,2,5,3,2,1,5,2,5,0
1234561430,4,4,1,4,3,3,4,3,0
1234561208,1,4,1,4,5,5,4,2,0
1234561658,5,5,4,5,2,5,1,2,0
1234561535,2,5,2,4,1,4,4,3,0
1234561811,5,5,5,2,1,2,4,5,0
1234561275,2,3,2,5,4,4,3,1,1
1234561566,2,1,4,4,2,3,3,5,1
1234561422,1,1,3,1,2,3,5,4,1
1234561741,3,4,3,2,2,3,2,4,0
1234561558,5,1,4,2,5,2,3,4,0
1234561927,5,2,2,4,2,4,2,4,1
1234561110,4,2,5,4,5,5,4,3,1
1234561990,1,1,3,1,5,5,5,3,1
1234561119,5,3,2,3,3,4,2,2,0
1234561288,1,2,3,5,2,5,3,2,1
1234561137,4,2,4,2,2,4,5,4,0
1234561889,2,1,4,2,3,3,1,3,1
1234561794,5,4,4,2,2,1,3,3,0
1234561884,3,3,4,1,5,3,3,1,1
1234561924,3,3,5,3,5,4,1,5,1
1234561323,2,3,2,2,1,5,4,4,1
1234561313,5,5,2,5,3,1,5,2,1
1234561495,3,1,2,3,3,2,2,5,1
1234561572,2,5,3,2,2,5,2,2,0
1234561706,2,5,1,5,3,4,2,5,1
1234561104,4,4,2,1,4,4,3,2,1
1234561557,5,5,2,3,4,2,4,5,0
1234561247,2,2,2,1,2,4,4,3,1
1234561556,2,2,2,1,4,4,5,5,1
1234561003,4,1,3,5,3,4,3,4,0
1234561852,4,5,3,2,2,5,2,4,0
1234561509,4,1,2,5,1,4,3,5,1
1234561695,3,1,3,4,4,4,1,2,0
1234561670,2,5,5,3,4,2,4,2,0
1234561292,4,4,4,2,5,3,1,2,0
1234561947,5,4,3,2,3,4,1,4,1
1234561751,5,4,2,4,5,5,4,5,0
1234561660,5,5,1,3,2,5,4,4,0
1234561967,2,4,5,1,1,2,1,3,0
1234561722,2,2,1,1,4,5,3,4,1
1234561081,4,1,1,3,3,4,4,5,1
1234561149,2,3,1,1,2,4,4,1,1
1234561546,5,2,2,2,5,5,3,3,0
1234561982,4,2,3,1,3,2,3,2,1
1234561425,2,4,3,3,2,2,4,4,0
1234561324,3,2,3,2,2,3,5,1,1
1234561901,3,5,2,1,5,1,5,3,0
1234561238,4,5,2,5,4,4,4,1,0
1234561140,2,2,4,1,5,1,1,2,1
1234561506,2,4,1,2,4,4,4,1,1
1234561280,2,2,2,4,3,3,2,4,0
1234561236,2,3,5,1,3,1,2,5,1
1234561880,5,4,3,1,3,3,1,5,1
1234561164,4,5,4,3,3,3,1,2,1
1234561688,5,4,2,4,1,3,3,5,0
1234561494,1,5,3,3,2,4,1,3,0
1234561453,1,4,3,2,2,3,3,3,1
1234561388,5,3,1,1,3,4,4,2,1
1234561510,1,5,5,3,1,4,4,3,1
1234561590,4,5,3,4,3,4,1,3,1
1234561195,2,5,4,1,4,2,5,2,0
1234561459,1,2,5,4,3,4,4,5,0
1234561046,4,5,4,3,1,1,1,5,0
1234561968,2,1,4,3,1,2,3,3,1
1234561248,1,3,4,3,3,1,4,5,0
1234561957,2,4,2,3,1,2,4,1,1
1234561399,3,2,4,5,1,3,4,4,1
1234561283,2,4,2,4,4,3,3,4,1
1234561334,5,1,1,4,5,2,4,4,1
1234561572,4,4,4,4,4,2,5,4,1
1234561122,2,4,4,1,1,3,1,5,1
1234561727,5,3,5,1,5,2,1,4,1
1234561864,2,4,5,3,3,2,1,3,0
1234561631,1,4,1,4,2,3,4,4,0
1234561694,2,4,2,2,5,1,5,2,1
1234561428,1,5,2,3,2,3,2,3,0
1234561196,1,4,3,4,1,1,3,4,1
1234561735,4,3,1,5,3,3,5,4,0
1234561556,2,2,4,1,4,2,5,5,1
1234561082,1,2,3,2,2,1,3,4,1
1234561899,2,3,2,4,4,5,3,5,0
1234561449,1,4,4,1,3,5,4,5,0
1234561882,2,4,2,3,2,4,2,5,1
1234561758,3,5,5,4,4,3,3,4,0
1234561024,2,4,2,1,1,3,4,5,1
1234561480,1,5,2,1,4,4,5,2,1
1234561416,4,5,2,1,3,2,1,2,1
1234561984,1,3,5,4,5,3,4,1,1
1234561756,5,5,2,2,4,5,2,4,1
1234561253,1,3,5,5,2,3,1,3,0
1234561798,1,1,1,3,3,4,5,4,1
1234561340,3,2,3,5,3,3,4,1,1
1234561920,2,1,4,4,5,5,1,1,1
1234561480,3,5,4,3,3,3,3,4,0
1234561949,3,3,3,5,2,3,4,4,0
1234561626,4,2,1,4,5,4,4,2,0
1234561833,3,4,5,1,3,4,4,3,0
1234561938,1,2,4,1,1,2,5,2,0
1234561073,5,5,5,2,2,1,1,5,1
1234561954,3,3,2,3,5,2,2,2,1
1234561461,2,5,4,3,4,1,4,3,0
1234561177,1,5,4,2,5,4,5,5,1
1234561761,2,5,5,2,5,2,5,5,1
1234561691,4,4,3,2,2,2,1,2,1
1234561154,1,4,3,3,2,3,2,1,0
1234561044,5,3,5,4,1,4,5,2,0
1234561038,2,1,4,4,2,5,2,3,1
1234561553,2,1,2,5,3,3,2,3,1
1234561242,3,3,4,3,1,5,1,3,0
1234561411,3,3,2,5,3,3,3,1,1
1234561419,4,3,5,1,4,1,2,5,0
1234561357,5,4,5,4,4,3,3,5,0
1234561263,5,5,4,2,5,5,5,3,1
1234561586,5,2,3,2,2,1,3,5,0
1234561797,3,4,5,5,4,5,3,5,0
1234561433,5,3,2,3,2,4,4,1,1
1234561467,2,1,4,4,5,1,2,3,1
1234561925,1,2,5,1,1,3,3,1,0
1234561049,2,3,4,2,4,1,3,2,0
1234561671,2,2,1,3,1,4,3,5,1
1234561916,5,4,2,1,1,4,3,1,0
1234561850,4,2,5,4,4,1,3,5,1
1234561596,1,2,4,1,1,2,1,3,0
1234561770,4,3,1,5,4,5,1,3,1
1234561362,3,4,1,5,4,5,2,5,0
1234561284,3,2,5,5,1,4,2,2,1
1234561719,4,5,4,2,3,1,5,4,0
1234561192,3,2,1,4,5,1,1,2,1
1234561255,3,3,3,5,2,1,1,2,0
1234561296,2,2,2,3,5,2,4,2,1
1234561230,2,4,3,2,4,1,4,2,1
1234561493,2,5,5,3,2,2,5,5,1
1234561787,1,3,5,2,1,4,2,2,1
1234561774,3,2,2,4,5,1,4,5,0
1234561535,3,1,4,3,5,2,5,3,0
1234561073,3,3,2,1,5,5,3,1,1
1234561943,5,3,5,2,5,2,1,5,1
1234561258,5,4,5,5,2,1,4,5,0
1234561110,3,3,2,2,5,3,3,2,1
1234561115,4,3,1,1,2,3,1,5,1
1234561346,1,5,3,1,2,4,1,4,1
1234561748,2,3,4,1,4,3,3,2,1
1234561904,2,5,3,3,2,4,3,1,0
1234561126,5,1,4,5,2,3,3,5,1
1234561021,3,4,4,5,5,1,3,3,0
1234561329,2,4,2,3,2,3,2,1,1
1234561013,4,4,3,4,1,2,5,4,0
1234561910,3,3,4,3,2,2,3,2,0
1234561606,3,4,4,1,3,3,3,4,1
1234561853,4,5,2,1,2,4,4,3,1
1234561636,2,4,4,3,3,5,5,3,0
1234561010,5,5,4,2,1,5,2,1,0
1234561469,4,1,5,2,5,3,5,4,1
1234561416,4,2,4,3,4,5,1,2,1
1234561832,2,2,4,5,4,3,5,1,0
1234561308,2,2,1,2,3,3,5,2,0
1234561774,2,4,2,2,1,2,3,3,0
1234561894,5,3,4,5,3,5,3,4,0
1234561750,3,5,3,3,5,3,5,3,1
1234561342,1,4,3,3,1,5,2,3,0
1234561391,2,2,5,5,4,3,3,2,0
1234561803,2,1,2,2,4,5,3,1,1
1234561383,1,5,3,2,5,4,2,4,0
1234561475,1,4,2,4,1,4,4,1,0
1234561796,3,5,5,1,5,5,3,5,0
1234561867,3,2,5,1,5,1,4,1,0
1234561333,4,1,1,3,5,5,4,5,0
1234561823,1,1,4,4,4,2,3,2,1
1234561178,4,3,1,2,2,2,5,5,0
1234561828,1,3,5,2,1,3,4,3,0
1234561321,1,4,5,1,1,5,1,3,1
1234561503,1,3,3,5,5,3,4,3,1
1234561827,2,2,1,4,2,5,2,2,0
1234561082,4,1,4,1,3,5,2,4,0
1234561785,5,4,3,4,1,1,4,3,0
1234561328,5,5,2,1,4,4,1,3,1
1234561928,3,3,5,5,5,2,2,4,1
1234561048,2,3,2,2,1,1,3,5,1
1234561602,2,4,3,5,1,3,5,3,1
1234561069,1,5,4,1,2,1,3,4,0
1234561311,1,4,4,2,1,5,1,1,0
1234561510,1,2,2,2,1,3,4,1,0
1234561377,1,4,3,1,3,4,1,3,0
1234561711,5,3,5,4,1,4,4,5,1
1234561270,1,2,5,2,3,3,3,1,1
1234561510,5,2,2,4,4,1,1,5,1
1234561757,4,2,3,3,4,2,5,4,1
1234561492,1,5,1,5,1,5,2,1,0
1234561738,2,3,4,2,1,4,2,3,0
1234561484,5,4,5,1,3,4,1,5,0
1234561648,4,5,5,2,1,2,3,4,1
1234561412,1,4,2,1,3,1,1,3,0
1234561166,1,3,4,1,2,3,3,4,0
1234561181,2,4,2,4,3,1,2,5,0
1234561416,2,2,1,5,1,3,2,4,0
1234561961,1,4,5,1,3,5,3,2,0
1234561833,1,4,2,3,1,3,3,3,0
1234561140,4,5,3,1,4,5,2,5,1
1234561752,1,2,1,4,4,1,2,3,0
1234561656,3,5,1,3,1,2,4,4,0
1234561643,2,3,5,1,1,5,1,1,1
1234561680,1,2,4,5,4,2,1,3,1
1234561071,3,4,2,2,4,5,1,3,0
1234561662,5,4,2,4,5,2,5,2,0
1234561148,5,2,3,1,4,1,2,4,0
1234561272,1,1,4,3,5,5,3,2,0
1234561213,2,3,4,1,3,4,5,1,1
1234561578,3,1,2,4,5,4,3,1,1
1234561849,2,3,4,4,1,2,4,4,1
1234561239,4,2,3,1,3,3,2,4,1
1234561994,4,2,3,2,2,1,4,1,1
1234561899,1,3,1,4,4,2,2,2,1
1234561358,1,5,3,5,4,1,2,1,1
1234561959,1,1,5,5,1,5,2,4,0
1234561853,4,5,5,4,3,5,1,1,1
1234561825,2,1,1,4,2,1,2,5,0
1234561102,5,4,4,4,1,4,3,4,1
1234561763,5,5,3,4,4,5,4,1,1
1234561784,1,1,1,3,4,5,4,5,1
1234561589,4,3,4,5,1,4,3,1,0
1234561408,4,1,5,3,5,1,4,5,1
1234561294,4,3,5,3,1,5,3,2,0
1234561327,2,5,1,3,3,2,1,4,0
1234561588,2,3,2,3,1,3,1,5,0
1234561168,4,3,5,2,2,3,4,4,1
1234561544,2,4,1,3,5,5,4,1,0
1234561697,1,1,5,1,3,1,5,5,1
1234561140,4,4,3,5,5,1,3,2,0
1234561640,4,3,3,5,3,1,2,3,0
1234561868,2,5,1,4,1,1,5,1,0
1234561238,4,2,4,4,3,1,1,1,1
1234561054,3,1,4,5,3,1,4,5,0
1234561707,4,3,2,4,5,4,1,5,1
1234561536,5,2,2,2,4,1,3,2,0
1234561107,5,5,2,4,2,2,2,1,1
1234561337,5,1,2,4,1,3,4,1,0
1234561801,2,1,3,1,3,4,1,3,0
1234561196,3,5,3,4,5,3,2,4,0
1234561371,4,4,1,3,5,2,5,3,0
1234561339,3,5,5,1,1,5,1,1,0
1234561662,3,4,3,4,1,2,3,2,0
1234561017,3,1,1,2,5,1,5,4,0
1234561693,4,2,4,3,4,4,2,3,1
1234561160,2,3,3,5,5,3,5,1,1
1234561396,3,1,5,2,2,2,5,4,1
1234561709,2,3,2,2,5,4,1,5,1
1234561522,1,3,4,3,3,3,2,2,1
1234561268,4,3,2,1,5,2,1,3,1
1234561709,5,2,3,5,2,1,1,1,0
1234561113,1,5,3,2,2,5,3,4,0
1234561431,3,3,1,2,1,3,4,1,1
1234561473,2,5,1,5,1,5,5,2,1
1234561972,4,2,2,1,5,2,2,1,0
1234561150,4,5,4,2,3,5,3,3,0
1234561642,3,1,4,3,1,5,2,5,0
1234561009,1,4,5,1,5,2,2,4,1
1234561330,5,2,2,4,3,4,3,3,1
1234561235,4,5,4,4,1,1,5,4,1
1234561667,3,4,5,5,3,4,1,1,1
1234561621,1,2,5,4,2,2,5,5,0
1234561890,5,3,4,2,4,4,4,5,1
1234561451,4,4,4,5,5,2,2,1,1
1234561121,1,4,3,1,1,1,2,5,0
1234561965,2,1,4,1,4,1,1,5,0
1234561574,4,1,1,2,3,3,2,4,1
1234561129,1,3,1,4,2,5,2,2,1
1234561671,5,1,1,5,4,4,3,1,0
1234561477,2,2,5,3,3,4,1,2,1
1234561363,3,4,2,2,3,4,5,5,1
1234561414,5,5,5,5,5,1,4,3,0
1234561005,1,4,2,5,3,5,3,4,1
1234561219,1,5,5,1,1,3,1,2,1
1234561297,3,2,4,5,3,5,4,1,1
1234561776,4,2,2,2,3,2,5,1,1
1234561285,2,4,5,3,3,4,4,5,1
1234561289,5,4,2,1,2,1,3,3,0
1234561832,4,4,2,1,1,5,2,4,1
1234561040,4,3,2,5,2,4,1,1,1
1234561814,5,3,1,1,5,5,2,5,0
1234561765,2,3,5,2,5,1,4,3,0
1234561484,3,1,1,2,4,2,3,4,1
1234561345,5,2,3,2,5,1,3,5,0
1234561251,5,1,5,2,2,2,5,1,0
1234561712,2,3,2,5,5,5,4,1,1
1234561882,2,4,1,3,2,5,5,4,1
1234561802,4,2,4,4,3,3,2,2,1
1234561432,3,4,5,2,2,3,5,2,0
1234561798,3,5,5,3,5,3,3,1,0
1234561121,4,1,2,1,4,4,5,4,0
1234561339,3,3,3,4,4,4,5,5,1
1234561186,4,1,2,5,4,5,2,2,1
1234561734,5,3,3,4,1,3,2,1,0
1234561421,1,1,3,4,3,4,3,4,0
1234561072,5,3,5,4,4,1,1,4,1
1234561742,1,1,1,4,4,3,4,5,0
1234561340,3,4,2,2,2,5,4,1,1
1234561244,4,1,3,5,5,1,5,2,1
1234561491,2,3,4,2,5,3,5,2,0
1234561113,5,1,3,5,4,3,5,2,1
1234561525,2,2,5,3,1,2,3,5,0
1234561061,4,4,2,1,3,5,3,5,1
1234561159,4,3,4,2,1,4,5,5,0
1234561487,3,2,1,2,2,5,4,3,0
1234561651,2,3,2,1,3,1,3,4,1
1234561180,1,1,4,2,4,5,4,1,0
1234561884,2,1,3,3,4,2,3,1,1
1234561785,3,5,3,1,2,1,3,2,0
1234561095,5,4,4,2,2,5,2,3,0
1234561990,4,4,5,5,1,5,2,5,0
1234561082,1,3,2,1,5,4,4,3,0
1234561143,2,4,3,1,4,1,3,4,1
1234561852,2,4,2,1,5,3,4,4,0
1234561525,2,3,4,5,2,3,5,2,1
1234561633,5,2,5,3,4,5,1,4,0
1234561328,3,2,1,5,3,5,1,3,0
1234561845,2,5,1,1,3,5,3,5,1
1234561750,3,4,4,4,1,2,4,2,0
1234561305,3,4,5,2,1,1,5,5,0
1234561977,4,4,1,4,2,2,5,5,1
1234561033,4,5,2,4,2,1,3,5,1
1234561428,3,3,4,1,5,2,1,3,0
1234561373,4,5,2,4,2,1,4,5,0
1234561170,4,4,3,5,4,4,5,2,0
1234561456,2,2,4,4,5,4,3,3,0
1234561950,2,5,5,5,5,5,4,5,0
1234561258,1,1,2,4,5,3,3,2,1
1234561444,5,1,3,5,1,2,1,2,1
1234561214,3,3,5,1,3,5,4,3,0
1234561954,5,2,2,1,1,2,4,4,0
1234561206,2,2,2,1,1,2,3,4,0
1234561571,4,5,3,4,3,4,1,2,1
1234561458,5,3,1,1,3,2,2,3,1
1234561503,3,3,5,3,5,4,1,5,1
1234561166,2,4,1,1,4,2,5,4,1
1234561272,4,4,1,4,5,1,1,5,1
1234561107,3,4,2,1,5,2,1,4,1
1234561024,5,1,2,3,4,4,5,1,0
1234561536,1,1,2,1,1,3,2,2,0
1234561128,4,4,3,4,4,4,5,4,0
1234561400,2,4,3,4,3,2,2,1,0
1234561455,4,3,4,4,4,5,1,2,1
1234561923,5,5,4,4,2,1,1,4,1
1234561500,3,1,2,1,2,3,5,3,0
1234561230,5,1,4,2,2,4,4,2,1
1234561225,2,2,3,1,2,3,5,1,0
1234561878,3,3,2,3,3,1,3,1,0
1234561539,2,5,1,4,1,1,4,1,1
1234561365,2,5,2,2,1,4,5,3,1
1234561019,3,4,1,2,3,2,2,5,1
1234561504,4,5,1,1,5,3,4,3,1
1234561998,5,4,4,4,3,4,3,4,1
1234561637,2,4,2,4,5,1,5,2,0
1234561384,1,5,4,3,3,2,2,3,1
1234561276,2,2,1,3,3,5,2,3,0
1234561932,3,1,1,4,3,3,5,4,1
1234561888,5,1,4,4,3,1,3,4,0
1234561501,4,5,4,2,4,1,5,2,1
1234561662,5,2,3,1,4,3,4,4,1
1234561440,2,5,2,2,2,1,1,3,1
1234561854,4,3,4,4,2,2,5,1,0
1234561091,4,1,2,2,1,4,4,3,0
1234561817,4,4,3,4,5,3,2,5,1
1234561405,1,3,2,1,5,5,4,5,1
1234561324,2,2,1,1,5,1,2,2,1
1234561484,5,2,4,5,3,5,3,5,1
1234561588,3,1,3,2,3,5,1,5,1
1234561674,2,2,4,3,4,3,4,3,0
1234561890,1,1,5,4,3,1,4,1,1
1234561332,3,2,5,1,5,4,3,3,0
1234561099,2,1,5,3,3,2,4,2,0
1234561198,1,5,4,1,4,5,2,3,1
1234561938,4,3,3,3,5,4,2,2,1
1234561742,4,1,2,1,4,2,4,5,1
1234561915,3,2,1,3,1,4,2,3,1
1234561690,3,2,1,3,2,4,5,1,0
1234561613,3,1,2,5,1,5,5,5,0
1234561969,4,1,5,4,4,1,3,3,1
1234561641,1,1,4,4,2,5,4,3,0
1234561573,3,1,1,3,2,5,1,5,1
1234561889,3,5,2,4,1,4,5,3,1
1234561158,4,1,5,1,3,4,4,5,1
1234561696,5,2,2,3,3,1,4,2,1
1234561272,1,4,3,3,3,3,1,3,1
1234561944,2,5,1,2,2,5,5,2,1
1234561020,1,3,1,4,5,3,5,2,1
1234561127,2,3,2,1,3,2,2,2,1
1234561981,1,3,2,5,3,2,2,2,1
1234561368,3,5,4,5,2,1,1,2,0
1234561846,2,3,2,4,2,3,3,5,1
1234561439,4,1,5,4,3,4,1,3,0
1234561598,5,4,2,5,5,4,2,5,1
1234561868,4,2,5,4,4,3,4,1,1
1234561754,4,5,1,4,1,4,3,1,1
1234561507,1,4,3,1,5,2,1,4,1
1234561235,5,2,1,3,5,4,5,3,0
1234561248,4,2,4,4,1,1,2,4,1
1234561971,4,2,2,5,3,4,5,1,1
1234561403,4,2,4,4,5,1,1,4,1
1234561413,3,5,3,5,1,4,1,3,0
1234561597,5,1,2,4,1,3,4,5,0
1234561420,5,1,4,4,4,3,4,2,0
1234561238,4,1,5,2,1,1,3,3,0
1234561179,2,4,4,1,2,3,1,5,0
1234561205,3,2,5,5,5,5,4,3,0
1234561130,1,4,5,4,1,1,5,2,0
1234561546,1,5,1,5,1,3,4,3,1
1234561841,2,5,5,3,1,4,4,2,1
1234561524,1,2,4,2,5,2,2,2,1
1234561806,4,2,3,1,2,3,4,2,1
1234561000,3,4,5,4,4,3,5,5,1
1234561674,2,5,1,5,3,5,2,3,0
1234561859,1,4,5,4,1,3,5,5,1
1234561721,3,2,3,4,4,4,2,2,0
1234561339,3,4,1,5,2,4,3,5,0
1234561910,1,4,4,3,2,2,3,5,0
1234561147,2,3,1,2,4,3,1,2,1
1234561621,1,4,4,2,3,3,1,2,1
1234561573,1,2,5,4,2,3,3,2,0
1234561071,2,4,3,1,3,1,3,4,0
1234561047,4,3,2,1,3,3,4,1,0
1234561021,2,5,3,2,5,1,5,1,1
1234561795,5,2,4,1,3,1,2,4,1
1234561938,5,1,5,3,4,5,1,1,0
1234561558,3,1,1,3,2,5,1,3,1
1234561964,5,3,3,2,3,4,2,1,1
1234561296,2,2,4,2,1,3,3,1,1
1234561842,2,5,1,4,2,5,4,2,0
1234561566,5,3,1,5,4,3,2,3,1
1234561619,5,2,4,1,5,4,2,4,1
1234561624,5,5,4,2,5,3,2,1,0
1234561906,5,5,5,5,5,3,5,4,0
1234561704,3,2,2,2,5,4,2,2,1
1234561879,5,4,1,3,5,5,5,2,1
1234561885,4,1,3,4,5,5,3,1,1
1234561961,4,4,3,3,3,1,1,3,0
1234561186,2,3,1,1,4,2,4,4,0
1234561446,2,3,3,5,1,5,5,5,0
1234561570,4,2,5,1,3,2,2,2,0
1234561587,3,1,4,3,5,5,5,4,0
1234561057,2,2,5,5,4,3,4,2,1
1234561142,3,5,5,5,4,3,1,4,0
1234561985,2,5,3,4,5,2,2,2,0
1234561436,2,5,1,4,4,4,3,3,0
1234561174,4,3,2,3,3,2,5,2,0
1234561618,1,4,3,5,3,5,4,2,1
1234561851,4,5,4,4,4,5,5,5,0
1234561203,4,5,1,3,2,4,1,1,1
1234561140,2,1,2,1,5,4,4,2,1
1234561234,3,5,2,4,2,3,2,4,0
1234561960,4,3,5,2,4,3,1,1,0
1234561069,4,2,1,1,2,5,5,1,1
1234561523,1,3,1,3,4,3,3,1,0
1234561056,1,2,1,1,5,1,2,4,0
1234561346,4,2,5,2,5,2,5,1,1
1234561813,2,3,1,5,1,2,2,1,1